Metrics,estimate,lower,upper,Model,scenario,criteria_fil
Sensitivity,82.3913,50.0,100.0,XGBoost,VL at diagnosis + 2 days,"Age
60-79"
Specificity,74.4203,62.7047,84.4645,XGBoost,VL at diagnosis + 2 days,"Age
60-79"
AUPRC_value,54.403,8.3333,100.0,XGBoost,VL at diagnosis + 2 days,"Age
≥80"
AUROC_value,72.3173,21.25,100.0,XGBoost,VL at diagnosis + 2 days,"Age
≥80"
Accuracy,60.7449,25.0,95.25,XGBoost,VL at diagnosis + 2 days,"Age
≥80"
NPV,88.0035,50.0,100.0,XGBoost,VL at diagnosis + 2 days,"Age
≥80"
Precision,27.8806,0.0,71.0417,XGBoost,VL at diagnosis + 2 days,"Age
≥80"
Sensitivity,61.75,0.0,100.0,XGBoost,VL at diagnosis + 2 days,"Age
≥80"
Specificity,58.5043,19.375,94.7222,XGBoost,VL at diagnosis + 2 days,"Age
≥80"
AUPRC_value,44.6684,19.0025,68.8585,LightGBM,VL at diagnosis + 2 days,"Age
60-79"
AUROC_value,85.6858,68.2179,96.7588,LightGBM,VL at diagnosis + 2 days,"Age
60-79"
Accuracy,73.5847,31.8841,91.3107,LightGBM,VL at diagnosis + 2 days,"Age
60-79"
NPV,96.2202,94.8748,100.0,LightGBM,VL at diagnosis + 2 days,"Age
60-79"
Precision,18.6155,6.7203,36.3636,LightGBM,VL at diagnosis + 2 days,"Age
60-79"
Sensitivity,77.2468,30.8333,100.0,LightGBM,VL at diagnosis + 2 days,"Age
60-79"
Specificity,73.3567,27.3706,92.1394,LightGBM,VL at diagnosis + 2 days,"Age
60-79"
AUPRC_value,51.1104,8.5,100.0,LightGBM,VL at diagnosis + 2 days,"Age
≥80"
AUROC_value,70.357,20.3571,100.0,LightGBM,VL at diagnosis + 2 days,"Age
≥80"
Accuracy,60.3969,18.25,100.0,LightGBM,VL at diagnosis + 2 days,"Age
≥80"
NPV,83.285,0.0,100.0,LightGBM,VL at diagnosis + 2 days,"Age
≥80"
Precision,28.0036,0.0,100.0,LightGBM,VL at diagnosis + 2 days,"Age
≥80"
Sensitivity,56.5,0.0,100.0,LightGBM,VL at diagnosis + 2 days,"Age
≥80"
Specificity,60.1501,0.0,100.0,LightGBM,VL at diagnosis + 2 days,"Age
≥80"
AUPRC_value,44.4044,13.8814,73.8137,Random Forest,VL at diagnosis + 2 days,"Age
60-79"
AUROC_value,85.375,67.6429,97.4051,Random Forest,VL at diagnosis + 2 days,"Age
60-79"
Accuracy,76.4164,58.838,87.959,Random Forest,VL at diagnosis + 2 days,"Age
60-79"
NPV,98.1551,95.8417,100.0,Random Forest,VL at diagnosis + 2 days,"Age
60-79"
Precision,18.1484,7.2685,31.8182,Random Forest,VL at diagnosis + 2 days,"Age
60-79"
Sensitivity,76.7044,46.25,100.0,Random Forest,VL at diagnosis + 2 days,"Age
60-79"
Specificity,76.3808,57.5426,88.5112,Random Forest,VL at diagnosis + 2 days,"Age
60-79"
AUPRC_value,51.1444,10.0,100.0,Random Forest,VL at diagnosis + 2 days,"Age
≥80"
AUROC_value,71.0171,17.5,100.0,Random Forest,VL at diagnosis + 2 days,"Age
≥80"
Accuracy,47.9821,13.3482,85.5208,Random Forest,VL at diagnosis + 2 days,"Age
≥80"
NPV,79.421,0.0,100.0,Random Forest,VL at diagnosis + 2 days,"Age
≥80"
Precision,25.2171,0.0,66.6667,Random Forest,VL at diagnosis + 2 days,"Age
≥80"
Sensitivity,72.0833,0.0,100.0,Random Forest,VL at diagnosis + 2 days,"Age
≥80"
Specificity,40.7778,0.0,86.6518,Random Forest,VL at diagnosis + 2 days,"Age
≥80"
AUPRC_value,41.7462,15.2743,72.5788,Lasso regression,VL at diagnosis + 2 days,"Age
60-79"
AUROC_value,83.8906,67.9285,96.5217,Lasso regression,VL at diagnosis + 2 days,"Age
60-79"
Accuracy,69.7217,49.7149,85.5951,Lasso regression,VL at diagnosis + 2 days,"Age
60-79"
NPV,98.1152,95.1807,100.0,Lasso regression,VL at diagnosis + 2 days,"Age
60-79"
Precision,14.8702,6.7204,26.7095,Lasso regression,VL at diagnosis + 2 days,"Age
60-79"
Sensitivity,78.3016,41.3571,100.0,Lasso regression,VL at diagnosis + 2 days,"Age
60-79"
Specificity,69.1941,47.6899,88.1368,Lasso regression,VL at diagnosis + 2 days,"Age
60-79"
AUPRC_value,53.6096,9.125,100.0,Lasso regression,VL at diagnosis + 2 days,"Age
≥80"
AUROC_value,73.9591,25.0,100.0,Lasso regression,VL at diagnosis + 2 days,"Age
≥80"
Accuracy,42.3164,5.9375,79.899,Lasso regression,VL at diagnosis + 2 days,"Age
≥80"
NPV,75.9869,0.0,100.0,Lasso regression,VL at diagnosis + 2 days,"Age
≥80"
Precision,25.3855,0.0,63.5,Lasso regression,VL at diagnosis + 2 days,"Age
≥80"
Sensitivity,84.5,0.0,100.0,Lasso regression,VL at diagnosis + 2 days,"Age
≥80"
Specificity,30.802,0.0,75.0,Lasso regression,VL at diagnosis + 2 days,"Age
≥80"
AUPRC_value,43.5911,14.3708,72.6346,Ridge regression,VL at diagnosis + 2 days,"Age
60-79"
AUROC_value,84.4748,69.3984,96.5077,Ridge regression,VL at diagnosis + 2 days,"Age
60-79"
Accuracy,71.5762,53.7978,85.5288,Ridge regression,VL at diagnosis + 2 days,"Age
60-79"
NPV,98.2021,95.5178,100.0,Ridge regression,VL at diagnosis + 2 days,"Age
60-79"
Precision,15.6283,6.9611,26.9848,Ridge regression,VL at diagnosis + 2 days,"Age
60-79"
Sensitivity,78.4917,41.3571,100.0,Ridge regression,VL at diagnosis + 2 days,"Age
60-79"
Specificity,71.1316,52.0991,86.383,Ridge regression,VL at diagnosis + 2 days,"Age
60-79"
AUPRC_value,53.6504,8.3333,100.0,Ridge regression,VL at diagnosis + 2 days,"Age
≥80"
AUROC_value,74.1851,34.375,100.0,Ridge regression,VL at diagnosis + 2 days,"Age
≥80"
Accuracy,44.7835,14.4792,79.899,Ridge regression,VL at diagnosis + 2 days,"Age
≥80"
NPV,82.3393,0.0,100.0,Ridge regression,VL at diagnosis + 2 days,"Age
≥80"
Precision,26.4259,0.0,60.0,Ridge regression,VL at diagnosis + 2 days,"Age
≥80"
Sensitivity,85.1667,0.0,100.0,Ridge regression,VL at diagnosis + 2 days,"Age
≥80"
Specificity,33.3152,0.0,77.625,Ridge regression,VL at diagnosis + 2 days,"Age
≥80"
AUPRC_value,43.6099,14.397,72.5676,ElasticNet regression,VL at diagnosis + 2 days,"Age
60-79"
AUROC_value,84.3943,69.5221,96.5549,ElasticNet regression,VL at diagnosis + 2 days,"Age
60-79"
Accuracy,71.5296,54.1247,85.0682,ElasticNet regression,VL at diagnosis + 2 days,"Age
60-79"
NPV,98.1528,95.5442,100.0,ElasticNet regression,VL at diagnosis + 2 days,"Age
60-79"
Precision,15.5356,6.8355,26.9848,ElasticNet regression,VL at diagnosis + 2 days,"Age
60-79"
Sensitivity,77.9321,41.3571,100.0,ElasticNet regression,VL at diagnosis + 2 days,"Age
60-79"
Specificity,71.1175,52.2957,86.0716,ElasticNet regression,VL at diagnosis + 2 days,"Age
60-79"
AUPRC_value,53.7351,8.3333,100.0,ElasticNet regression,VL at diagnosis + 2 days,"Age
≥80"
AUROC_value,74.3898,27.0833,100.0,ElasticNet regression,VL at diagnosis + 2 days,"Age
≥80"
Accuracy,43.9982,13.3482,82.6136,ElasticNet regression,VL at diagnosis + 2 days,"Age
≥80"
NPV,80.3226,0.0,100.0,ElasticNet regression,VL at diagnosis + 2 days,"Age
≥80"
Precision,26.3957,0.0,60.0,ElasticNet regression,VL at diagnosis + 2 days,"Age
≥80"
Sensitivity,85.4167,0.0,100.0,ElasticNet regression,VL at diagnosis + 2 days,"Age
≥80"
Specificity,32.2941,0.0,83.0,ElasticNet regression,VL at diagnosis + 2 days,"Age
≥80"
AUPRC_value,35.5405,1.2812,75.0,XGBoost,Without VL information,"Vaccination
2 dose"
AUROC_value,90.1363,63.6686,99.5171,XGBoost,Without VL information,"Vaccination
2 dose"
Accuracy,95.5347,90.9288,98.8307,XGBoost,Without VL information,"Vaccination
2 dose"
NPV,99.6524,98.5507,100.0,XGBoost,Without VL information,"Vaccination
2 dose"
Precision,14.7913,0.0,50.0,XGBoost,Without VL information,"Vaccination
2 dose"
Sensitivity,45.1667,0.0,100.0,XGBoost,Without VL information,"Vaccination
2 dose"
Specificity,95.8283,91.0796,98.8442,XGBoost,Without VL information,"Vaccination
2 dose"
AUPRC_value,34.174,0.9948,100.0,XGBoost,Without VL information,"Vaccination
3 dose"
AUROC_value,87.1083,27.6059,100.0,XGBoost,Without VL information,"Vaccination
3 dose"
Accuracy,98.3903,96.2243,100.0,XGBoost,Without VL information,"Vaccination
3 dose"
NPV,99.4026,98.1025,100.0,XGBoost,Without VL information,"Vaccination
3 dose"
Precision,11.95,0.0,100.0,XGBoost,Without VL information,"Vaccination
3 dose"
Sensitivity,17.0,0.0,100.0,XGBoost,Without VL information,"Vaccination
3 dose"
Specificity,98.9726,97.1263,100.0,XGBoost,Without VL information,"Vaccination
3 dose"
AUPRC_value,42.8529,1.2812,75.0,LightGBM,Without VL information,"Vaccination
2 dose"
AUROC_value,92.2983,69.1852,99.3997,LightGBM,Without VL information,"Vaccination
2 dose"
Accuracy,88.3596,50.6169,98.8307,LightGBM,Without VL information,"Vaccination
2 dose"
NPV,99.7713,98.5395,100.0,LightGBM,Without VL information,"Vaccination
2 dose"
Precision,13.5369,0.0,50.0,LightGBM,Without VL information,"Vaccination
2 dose"
Sensitivity,52.8333,0.0,100.0,LightGBM,Without VL information,"Vaccination
2 dose"
Specificity,88.4737,50.6169,98.8307,LightGBM,Without VL information,"Vaccination
2 dose"
AUPRC_value,35.3193,1.4485,88.125,LightGBM,Without VL information,"Vaccination
3 dose"
AUROC_value,89.7322,78.2965,100.0,LightGBM,Without VL information,"Vaccination
3 dose"
Accuracy,93.5584,70.7283,100.0,LightGBM,Without VL information,"Vaccination
3 dose"
NPV,99.466,98.1025,100.0,LightGBM,Without VL information,"Vaccination
3 dose"
Precision,10.9182,0.0,76.25,LightGBM,Without VL information,"Vaccination
3 dose"
Sensitivity,24.0,0.0,100.0,LightGBM,Without VL information,"Vaccination
3 dose"
Specificity,94.059,70.4704,100.0,LightGBM,Without VL information,"Vaccination
3 dose"
AUPRC_value,36.1003,1.3893,83.75,Random Forest,Without VL information,"Vaccination
2 dose"
AUROC_value,90.6239,63.2244,99.7701,Random Forest,Without VL information,"Vaccination
2 dose"
Accuracy,94.837,87.3649,98.7886,Random Forest,Without VL information,"Vaccination
2 dose"
NPV,99.6962,98.5507,100.0,Random Forest,Without VL information,"Vaccination
2 dose"
Precision,14.0354,0.0,50.0,Random Forest,Without VL information,"Vaccination
2 dose"
Sensitivity,47.8333,0.0,100.0,Random Forest,Without VL information,"Vaccination
2 dose"
Specificity,95.0758,87.2562,98.7811,Random Forest,Without VL information,"Vaccination
2 dose"
AUPRC_value,32.332,1.5864,100.0,Random Forest,Without VL information,"Vaccination
3 dose"
AUROC_value,87.7375,74.8197,100.0,Random Forest,Without VL information,"Vaccination
3 dose"
Accuracy,95.6081,85.019,100.0,Random Forest,Without VL information,"Vaccination
3 dose"
NPV,99.3831,98.0827,100.0,Random Forest,Without VL information,"Vaccination
3 dose"
Precision,6.9601,0.0,50.0,Random Forest,Without VL information,"Vaccination
3 dose"
Sensitivity,16.0,0.0,100.0,Random Forest,Without VL information,"Vaccination
3 dose"
Specificity,96.1825,85.3326,100.0,Random Forest,Without VL information,"Vaccination
3 dose"
AUPRC_value,34.6128,1.5142,75.0,Lasso regression,Without VL information,"Vaccination
2 dose"
AUROC_value,91.319,67.3356,99.5171,Lasso regression,Without VL information,"Vaccination
2 dose"
Accuracy,94.1347,84.8575,98.7269,Lasso regression,Without VL information,"Vaccination
2 dose"
NPV,99.7104,98.5507,100.0,Lasso regression,Without VL information,"Vaccination
2 dose"
Precision,13.26,0.0,50.0,Lasso regression,Without VL information,"Vaccination
2 dose"
Sensitivity,48.3333,0.0,100.0,Lasso regression,Without VL information,"Vaccination
2 dose"
Specificity,94.3576,84.6624,98.7811,Lasso regression,Without VL information,"Vaccination
2 dose"
AUPRC_value,33.9441,0.6556,100.0,Lasso regression,Without VL information,"Vaccination
3 dose"
AUROC_value,84.2168,31.3903,100.0,Lasso regression,Without VL information,"Vaccination
3 dose"
Accuracy,96.6059,87.457,100.0,Lasso regression,Without VL information,"Vaccination
3 dose"
NPV,99.3975,98.1025,100.0,Lasso regression,Without VL information,"Vaccination
3 dose"
Precision,8.6083,0.0,50.0,Lasso regression,Without VL information,"Vaccination
3 dose"
Sensitivity,17.0,0.0,100.0,Lasso regression,Without VL information,"Vaccination
3 dose"
Specificity,97.1804,87.457,100.0,Lasso regression,Without VL information,"Vaccination
3 dose"
AUPRC_value,34.603,1.4485,75.0,Ridge regression,Without VL information,"Vaccination
2 dose"
AUROC_value,90.8758,63.7593,99.5171,Ridge regression,Without VL information,"Vaccination
2 dose"
Accuracy,93.9546,82.7448,98.7269,Ridge regression,Without VL information,"Vaccination
2 dose"
NPV,99.6986,98.5507,100.0,Ridge regression,Without VL information,"Vaccination
2 dose"
Precision,13.2505,0.0,50.0,Ridge regression,Without VL information,"Vaccination
2 dose"
Sensitivity,47.8333,0.0,100.0,Ridge regression,Without VL information,"Vaccination
2 dose"
Specificity,94.1875,82.5299,98.7737,Ridge regression,Without VL information,"Vaccination
2 dose"
AUPRC_value,33.9319,0.694,100.0,Ridge regression,Without VL information,"Vaccination
3 dose"
AUROC_value,83.3683,35.0729,100.0,Ridge regression,Without VL information,"Vaccination
3 dose"
Accuracy,96.5778,85.8747,100.0,Ridge regression,Without VL information,"Vaccination
3 dose"
NPV,99.3982,98.1025,100.0,Ridge regression,Without VL information,"Vaccination
3 dose"
Precision,8.775,0.0,50.0,Ridge regression,Without VL information,"Vaccination
3 dose"
Sensitivity,17.0,0.0,100.0,Ridge regression,Without VL information,"Vaccination
3 dose"
Specificity,97.153,86.1629,100.0,Ridge regression,Without VL information,"Vaccination
3 dose"
AUPRC_value,34.6066,1.4485,75.0,ElasticNet regression,Without VL information,"Vaccination
2 dose"
AUROC_value,90.9408,63.7593,99.5171,ElasticNet regression,Without VL information,"Vaccination
2 dose"
Accuracy,94.0084,82.8729,98.7269,ElasticNet regression,Without VL information,"Vaccination
2 dose"
NPV,99.6983,98.5507,100.0,ElasticNet regression,Without VL information,"Vaccination
2 dose"
Precision,13.4247,0.0,50.0,ElasticNet regression,Without VL information,"Vaccination
2 dose"
Sensitivity,47.8333,0.0,100.0,ElasticNet regression,Without VL information,"Vaccination
2 dose"
Specificity,94.2427,82.6757,98.7737,ElasticNet regression,Without VL information,"Vaccination
2 dose"
AUPRC_value,33.8918,0.6556,100.0,ElasticNet regression,Without VL information,"Vaccination
3 dose"
AUROC_value,82.9115,31.3903,100.0,ElasticNet regression,Without VL information,"Vaccination
3 dose"
Accuracy,96.6931,86.8737,100.0,ElasticNet regression,Without VL information,"Vaccination
3 dose"
NPV,99.3981,98.1025,100.0,ElasticNet regression,Without VL information,"Vaccination
3 dose"
Precision,8.6083,0.0,50.0,ElasticNet regression,Without VL information,"Vaccination
3 dose"
Sensitivity,17.0,0.0,100.0,ElasticNet regression,Without VL information,"Vaccination
3 dose"
Specificity,97.2682,86.8092,100.0,ElasticNet regression,Without VL information,"Vaccination
3 dose"
AUPRC_value,38.1221,1.7534,85.7292,XGBoost,VL at symptom onset,"Vaccination
2 dose"
AUROC_value,91.8838,68.6673,99.7701,XGBoost,VL at symptom onset,"Vaccination
2 dose"
Accuracy,95.7803,90.8249,98.8442,XGBoost,VL at symptom onset,"Vaccination
2 dose"
NPV,99.6645,98.5507,100.0,XGBoost,VL at symptom onset,"Vaccination
2 dose"
Precision,16.6984,0.0,50.0,XGBoost,VL at symptom onset,"Vaccination
2 dose"
Sensitivity,46.1667,0.0,100.0,XGBoost,VL at symptom onset,"Vaccination
2 dose"
Specificity,96.0699,90.8249,98.8442,XGBoost,VL at symptom onset,"Vaccination
2 dose"
AUPRC_value,34.8605,0.7463,100.0,XGBoost,VL at symptom onset,"Vaccination
3 dose"
AUROC_value,84.5012,37.393,100.0,XGBoost,VL at symptom onset,"Vaccination
3 dose"
Accuracy,98.1808,96.0905,100.0,XGBoost,VL at symptom onset,"Vaccination
3 dose"
NPV,99.4018,98.0927,100.0,XGBoost,VL at symptom onset,"Vaccination
3 dose"
Precision,10.1167,0.0,76.25,XGBoost,VL at symptom onset,"Vaccination
3 dose"
Sensitivity,17.0,0.0,100.0,XGBoost,VL at symptom onset,"Vaccination
3 dose"
Specificity,98.7614,96.4807,100.0,XGBoost,VL at symptom onset,"Vaccination
3 dose"
AUPRC_value,48.3755,1.6129,75.0,LightGBM,VL at symptom onset,"Vaccination
2 dose"
AUROC_value,93.3631,75.2016,99.4279,LightGBM,VL at symptom onset,"Vaccination
2 dose"
Accuracy,88.2372,51.8167,98.7886,LightGBM,VL at symptom onset,"Vaccination
2 dose"
NPV,99.7634,98.5794,100.0,LightGBM,VL at symptom onset,"Vaccination
2 dose"
Precision,13.1551,0.0,50.0,LightGBM,VL at symptom onset,"Vaccination
2 dose"
Sensitivity,51.8333,0.0,100.0,LightGBM,VL at symptom onset,"Vaccination
2 dose"
Specificity,88.3597,51.5823,98.7811,LightGBM,VL at symptom onset,"Vaccination
2 dose"
AUPRC_value,34.5174,1.4706,88.125,LightGBM,VL at symptom onset,"Vaccination
3 dose"
AUROC_value,88.9366,75.2076,100.0,LightGBM,VL at symptom onset,"Vaccination
3 dose"
Accuracy,93.3847,70.678,99.6374,LightGBM,VL at symptom onset,"Vaccination
3 dose"
NPV,99.4806,98.0927,100.0,LightGBM,VL at symptom onset,"Vaccination
3 dose"
Precision,9.1344,0.0,50.0,LightGBM,VL at symptom onset,"Vaccination
3 dose"
Sensitivity,26.0,0.0,100.0,LightGBM,VL at symptom onset,"Vaccination
3 dose"
Specificity,93.8622,70.5563,100.0,LightGBM,VL at symptom onset,"Vaccination
3 dose"
AUPRC_value,33.6442,1.7264,100.0,Random Forest,VL at symptom onset,"Vaccination
2 dose"
AUROC_value,90.6476,57.7687,100.0,Random Forest,VL at symptom onset,"Vaccination
2 dose"
Accuracy,94.8512,87.5393,98.8307,Random Forest,VL at symptom onset,"Vaccination
2 dose"
NPV,99.6708,98.5179,100.0,Random Forest,VL at symptom onset,"Vaccination
2 dose"
Precision,13.531,0.0,50.0,Random Forest,VL at symptom onset,"Vaccination
2 dose"
Sensitivity,47.0,0.0,100.0,Random Forest,VL at symptom onset,"Vaccination
2 dose"
Specificity,95.1189,87.5393,98.8442,Random Forest,VL at symptom onset,"Vaccination
2 dose"
AUPRC_value,33.3993,1.4918,100.0,Random Forest,VL at symptom onset,"Vaccination
3 dose"
AUROC_value,86.5357,68.4569,100.0,Random Forest,VL at symptom onset,"Vaccination
3 dose"
Accuracy,96.4277,88.8791,100.0,Random Forest,VL at symptom onset,"Vaccination
3 dose"
NPV,99.3876,98.0827,100.0,Random Forest,VL at symptom onset,"Vaccination
3 dose"
Precision,7.4671,0.0,50.0,Random Forest,VL at symptom onset,"Vaccination
3 dose"
Sensitivity,16.0,0.0,100.0,Random Forest,VL at symptom onset,"Vaccination
3 dose"
Specificity,97.009,88.8791,100.0,Random Forest,VL at symptom onset,"Vaccination
3 dose"
AUPRC_value,33.0488,1.5637,100.0,Lasso regression,VL at symptom onset,"Vaccination
2 dose"
AUROC_value,91.1339,64.5926,100.0,Lasso regression,VL at symptom onset,"Vaccination
2 dose"
Accuracy,93.9413,83.3977,98.7886,Lasso regression,VL at symptom onset,"Vaccination
2 dose"
NPV,99.7105,98.5507,100.0,Lasso regression,VL at symptom onset,"Vaccination
2 dose"
Precision,13.3176,0.0,50.0,Lasso regression,VL at symptom onset,"Vaccination
2 dose"
Sensitivity,48.3333,0.0,100.0,Lasso regression,VL at symptom onset,"Vaccination
2 dose"
Specificity,94.1631,83.3127,98.7737,Lasso regression,VL at symptom onset,"Vaccination
2 dose"
AUPRC_value,31.7163,0.6761,100.0,Lasso regression,VL at symptom onset,"Vaccination
3 dose"
AUROC_value,83.1489,30.6343,100.0,Lasso regression,VL at symptom onset,"Vaccination
3 dose"
Accuracy,95.9967,84.6991,100.0,Lasso regression,VL at symptom onset,"Vaccination
3 dose"
NPV,99.3959,98.1025,100.0,Lasso regression,VL at symptom onset,"Vaccination
3 dose"
Precision,8.575,0.0,50.0,Lasso regression,VL at symptom onset,"Vaccination
3 dose"
Sensitivity,17.0,0.0,100.0,Lasso regression,VL at symptom onset,"Vaccination
3 dose"
Specificity,96.5697,84.6991,100.0,Lasso regression,VL at symptom onset,"Vaccination
3 dose"
AUPRC_value,33.564,1.5616,100.0,Ridge regression,VL at symptom onset,"Vaccination
2 dose"
AUROC_value,90.7174,60.8642,100.0,Ridge regression,VL at symptom onset,"Vaccination
2 dose"
Accuracy,93.7283,84.1281,98.7269,Ridge regression,VL at symptom onset,"Vaccination
2 dose"
NPV,99.6983,98.5507,100.0,Ridge regression,VL at symptom onset,"Vaccination
2 dose"
Precision,12.8162,0.0,50.0,Ridge regression,VL at symptom onset,"Vaccination
2 dose"
Sensitivity,47.8333,0.0,100.0,Ridge regression,VL at symptom onset,"Vaccination
2 dose"
Specificity,93.9599,83.9297,98.7737,Ridge regression,VL at symptom onset,"Vaccination
2 dose"
AUPRC_value,33.2178,0.7089,100.0,Ridge regression,VL at symptom onset,"Vaccination
3 dose"
AUROC_value,82.7192,34.6611,100.0,Ridge regression,VL at symptom onset,"Vaccination
3 dose"
Accuracy,96.4571,87.3423,100.0,Ridge regression,VL at symptom onset,"Vaccination
3 dose"
NPV,99.398,98.0927,100.0,Ridge regression,VL at symptom onset,"Vaccination
3 dose"
Precision,8.4111,0.0,50.0,Ridge regression,VL at symptom onset,"Vaccination
3 dose"
Sensitivity,17.0,0.0,100.0,Ridge regression,VL at symptom onset,"Vaccination
3 dose"
Specificity,97.0324,87.2864,100.0,Ridge regression,VL at symptom onset,"Vaccination
3 dose"
AUPRC_value,33.255,1.5616,100.0,ElasticNet regression,VL at symptom onset,"Vaccination
2 dose"
AUROC_value,90.717,60.2963,100.0,ElasticNet regression,VL at symptom onset,"Vaccination
2 dose"
Accuracy,93.8867,84.5264,98.7269,ElasticNet regression,VL at symptom onset,"Vaccination
2 dose"
NPV,99.6985,98.5507,100.0,ElasticNet regression,VL at symptom onset,"Vaccination
2 dose"
Precision,13.0354,0.0,50.0,ElasticNet regression,VL at symptom onset,"Vaccination
2 dose"
Sensitivity,47.8333,0.0,100.0,ElasticNet regression,VL at symptom onset,"Vaccination
2 dose"
Specificity,94.1202,84.4325,98.7737,ElasticNet regression,VL at symptom onset,"Vaccination
2 dose"
AUPRC_value,33.0825,0.6733,100.0,ElasticNet regression,VL at symptom onset,"Vaccination
3 dose"
AUROC_value,82.4113,31.6423,100.0,ElasticNet regression,VL at symptom onset,"Vaccination
3 dose"
Accuracy,96.5933,87.6977,100.0,ElasticNet regression,VL at symptom onset,"Vaccination
3 dose"
NPV,99.3983,98.0927,100.0,ElasticNet regression,VL at symptom onset,"Vaccination
3 dose"
Precision,8.4069,0.0,50.0,ElasticNet regression,VL at symptom onset,"Vaccination
3 dose"
Sensitivity,17.0,0.0,100.0,ElasticNet regression,VL at symptom onset,"Vaccination
3 dose"
Specificity,97.1688,87.6977,100.0,ElasticNet regression,VL at symptom onset,"Vaccination
3 dose"
AUPRC_value,46.9736,2.0533,100.0,XGBoost,VL at diagnosis,"Vaccination
2 dose"
AUROC_value,92.4873,57.8313,100.0,XGBoost,VL at diagnosis,"Vaccination
2 dose"
Accuracy,94.9279,84.809,100.0,XGBoost,VL at diagnosis,"Vaccination
2 dose"
NPV,99.596,98.4726,100.0,XGBoost,VL at diagnosis,"Vaccination
2 dose"
Precision,18.0266,0.0,100.0,XGBoost,VL at diagnosis,"Vaccination
2 dose"
Sensitivity,42.1667,0.0,100.0,XGBoost,VL at diagnosis,"Vaccination
2 dose"
Specificity,95.2749,85.2852,100.0,XGBoost,VL at diagnosis,"Vaccination
2 dose"
AUPRC_value,36.2742,1.1104,100.0,XGBoost,VL at diagnosis,"Vaccination
3 dose"
AUROC_value,88.9015,60.5569,100.0,XGBoost,VL at diagnosis,"Vaccination
3 dose"
Accuracy,97.9435,94.0383,100.0,XGBoost,VL at diagnosis,"Vaccination
3 dose"
NPV,99.4303,98.0583,100.0,XGBoost,VL at diagnosis,"Vaccination
3 dose"
Precision,12.5595,0.0,100.0,XGBoost,VL at diagnosis,"Vaccination
3 dose"
Sensitivity,19.6667,0.0,100.0,XGBoost,VL at diagnosis,"Vaccination
3 dose"
Specificity,98.4974,94.0639,100.0,XGBoost,VL at diagnosis,"Vaccination
3 dose"
AUPRC_value,53.2329,1.695,100.0,LightGBM,VL at diagnosis,"Vaccination
2 dose"
AUROC_value,93.9916,68.0341,100.0,LightGBM,VL at diagnosis,"Vaccination
2 dose"
Accuracy,89.7461,55.599,98.7269,LightGBM,VL at diagnosis,"Vaccination
2 dose"
NPV,99.6856,98.4304,100.0,LightGBM,VL at diagnosis,"Vaccination
2 dose"
Precision,11.4644,0.0,50.0,LightGBM,VL at diagnosis,"Vaccination
2 dose"
Sensitivity,48.5,0.0,100.0,LightGBM,VL at diagnosis,"Vaccination
2 dose"
Specificity,89.95,55.1015,98.7883,LightGBM,VL at diagnosis,"Vaccination
2 dose"
AUPRC_value,36.8821,1.289,100.0,LightGBM,VL at diagnosis,"Vaccination
3 dose"
AUROC_value,91.4009,57.1735,100.0,LightGBM,VL at diagnosis,"Vaccination
3 dose"
Accuracy,94.1096,72.1782,100.0,LightGBM,VL at diagnosis,"Vaccination
3 dose"
NPV,99.4815,98.0827,100.0,LightGBM,VL at diagnosis,"Vaccination
3 dose"
Precision,9.0461,0.0,50.0,LightGBM,VL at diagnosis,"Vaccination
3 dose"
Sensitivity,26.0,0.0,100.0,LightGBM,VL at diagnosis,"Vaccination
3 dose"
Specificity,94.5882,71.9266,100.0,LightGBM,VL at diagnosis,"Vaccination
3 dose"
AUPRC_value,44.8602,1.851,100.0,Random Forest,VL at diagnosis,"Vaccination
2 dose"
AUROC_value,92.7692,63.1325,100.0,Random Forest,VL at diagnosis,"Vaccination
2 dose"
Accuracy,94.285,84.8835,98.8643,Random Forest,VL at diagnosis,"Vaccination
2 dose"
NPV,99.71,98.5507,100.0,Random Forest,VL at diagnosis,"Vaccination
2 dose"
Precision,14.0895,0.0,58.75,Random Forest,VL at diagnosis,"Vaccination
2 dose"
Sensitivity,48.3333,0.0,100.0,Random Forest,VL at diagnosis,"Vaccination
2 dose"
Specificity,94.5093,84.8835,98.8442,Random Forest,VL at diagnosis,"Vaccination
2 dose"
AUPRC_value,34.6281,1.3692,100.0,Random Forest,VL at diagnosis,"Vaccination
3 dose"
AUROC_value,89.3881,68.0007,100.0,Random Forest,VL at diagnosis,"Vaccination
3 dose"
Accuracy,96.5814,88.9336,100.0,Random Forest,VL at diagnosis,"Vaccination
3 dose"
NPV,99.3978,98.0744,100.0,Random Forest,VL at diagnosis,"Vaccination
3 dose"
Precision,8.3326,0.0,50.0,Random Forest,VL at diagnosis,"Vaccination
3 dose"
Sensitivity,17.0,0.0,100.0,Random Forest,VL at diagnosis,"Vaccination
3 dose"
Specificity,97.1527,88.9336,100.0,Random Forest,VL at diagnosis,"Vaccination
3 dose"
AUPRC_value,43.6151,2.1295,100.0,Lasso regression,VL at diagnosis,"Vaccination
2 dose"
AUROC_value,93.3522,69.2102,100.0,Lasso regression,VL at diagnosis,"Vaccination
2 dose"
Accuracy,92.5942,82.1441,98.7727,Lasso regression,VL at diagnosis,"Vaccination
2 dose"
