Model,Metric,Comparison,Mean,Lower,Upper
Lasso regression,Sensitivity,S1 - S2,0.0030000000000000027,0.0,0.10000000000000003
Lasso regression,Sensitivity,S1 - S3,-0.0030000000000000014,-0.15250000000000002,0.15249999999999922
Lasso regression,Sensitivity,S1 - S4,2.220446049250313e-18,-0.2,0.10000000000000009
Lasso regression,Sensitivity,S1 - S5,0.0020000000000000005,-0.2,0.10000000000000009
Lasso regression,Sensitivity,S2 - S1,-0.0030000000000000027,-0.10000000000000003,-0.0
Lasso regression,Sensitivity,S2 - S2,0.0,0.0,0.0
Lasso regression,Sensitivity,S2 - S3,-0.0060000000000000045,-0.10000000000000009,0.15249999999999922
Lasso regression,Sensitivity,S2 - S4,-0.0030000000000000005,-0.20000000000000007,0.10000000000000009
Lasso regression,Sensitivity,S2 - S5,-0.001000000000000002,-0.20000000000000007,0.15249999999999916
Lasso regression,Sensitivity,S3 - S1,0.0030000000000000014,-0.15250000000000008,0.15249999999999916
Lasso regression,Sensitivity,S3 - S2,0.0060000000000000045,-0.15250000000000008,0.10000000000000009
Lasso regression,Sensitivity,S3 - S3,0.0,0.0,0.0
Lasso regression,Sensitivity,S3 - S4,0.003000000000000004,-0.10000000000000003,0.2
Lasso regression,Sensitivity,S3 - S5,0.005000000000000002,-0.10000000000000009,0.2
Lasso regression,Sensitivity,S4 - S1,-2.220446049250313e-18,-0.10000000000000009,0.2
Lasso regression,Sensitivity,S4 - S2,0.0030000000000000005,-0.10000000000000009,0.20000000000000007
Lasso regression,Sensitivity,S4 - S3,-0.003000000000000004,-0.2,0.10000000000000003
Lasso regression,Sensitivity,S4 - S4,0.0,0.0,0.0
Lasso regression,Sensitivity,S4 - S5,0.0019999999999999983,-0.09999999999999998,0.09999999999999998
Lasso regression,Sensitivity,S5 - S1,-0.0020000000000000005,-0.10000000000000009,0.2
Lasso regression,Sensitivity,S5 - S2,0.001000000000000002,-0.15250000000000002,0.20000000000000007
Lasso regression,Sensitivity,S5 - S3,-0.005000000000000002,-0.2,0.10000000000000009
Lasso regression,Sensitivity,S5 - S4,-0.0019999999999999983,-0.09999999999999998,0.09999999999999998
Lasso regression,Sensitivity,S5 - S5,0.0,0.0,0.0
Lasso regression,Specificity,S1 - S1,0.0,0.0,0.0
Lasso regression,Specificity,S1 - S2,0.0016822429906542058,-0.015732087227414333,0.03309968847352012
Lasso regression,Specificity,S1 - S3,-0.0031152647975077885,-0.04213395638629284,0.03590342679127723
Lasso regression,Specificity,S1 - S4,-0.006635514018691589,-0.04213395638629284,0.03590342679127723
Lasso regression,Specificity,S1 - S5,-0.008286604361370718,-0.04672897196261683,0.032788161993769445
Lasso regression,Specificity,S2 - S1,-0.0016822429906542058,-0.03309968847352025,0.01573208722741428
Lasso regression,Specificity,S2 - S2,0.0,0.0,0.0
Lasso regression,Specificity,S2 - S3,-0.004797507788161994,-0.04080996884735203,0.031152647975077885
Lasso regression,Specificity,S2 - S4,-0.008317757009345795,-0.046884735202492214,0.03590342679127723
Lasso regression,Specificity,S2 - S5,-0.009968847352024923,-0.05,0.031152647975077885
Lasso regression,Specificity,S3 - S1,0.0031152647975077885,-0.03590342679127726,0.04213395638629281
Lasso regression,Specificity,S3 - S2,0.004797507788161994,-0.031152647975077885,0.04080996884735193
Lasso regression,Specificity,S3 - S3,0.0,0.0,0.0
Lasso regression,Specificity,S3 - S4,-0.003520249221183801,-0.023442367601246107,0.01869158878504673
Lasso regression,Specificity,S3 - S5,-0.005171339563862929,-0.031152647975077885,0.021962616822429858
Lasso regression,Specificity,S4 - S1,0.006635514018691589,-0.03590342679127726,0.04213395638629281
Lasso regression,Specificity,S4 - S2,0.008317757009345795,-0.03590342679127726,0.046884735202492166
Lasso regression,Specificity,S4 - S3,0.003520249221183801,-0.01869158878504673,0.023442367601246083
Lasso regression,Specificity,S4 - S4,0.0,0.0,0.0
Lasso regression,Specificity,S4 - S5,-0.001651090342679128,-0.015576323987538943,0.012461059190031154
Lasso regression,Specificity,S5 - S1,0.008286604361370718,-0.03278816199376947,0.04672897196261683
Lasso regression,Specificity,S5 - S2,0.009968847352024923,-0.031152647975077885,0.049999999999999954
Lasso regression,Specificity,S5 - S3,0.005171339563862929,-0.02196261682242991,0.031152647975077885
Lasso regression,Specificity,S5 - S4,0.001651090342679128,-0.012461059190031154,0.015576323987538943
Lasso regression,Specificity,S5 - S5,0.0,0.0,0.0
LightGBM,AUPRC value,S1 - S1,0.0,0.0,0.0
LightGBM,AUPRC value,S1 - S2,-0.009168854545404696,-0.1224434848333235,0.06826852489636243
LightGBM,AUPRC value,S1 - S3,-0.03083578165243201,-0.1812408162635558,0.1162098336267775
LightGBM,AUPRC value,S1 - S4,-0.044765477646879576,-0.26333112558077526,0.11712174110452905
LightGBM,AUPRC value,S1 - S5,-0.03734736865448421,-0.20453785971625535,0.13040812647820446
LightGBM,AUPRC value,S2 - S1,0.009168854545404696,-0.06826852489636244,0.12244348483332314
LightGBM,AUPRC value,S2 - S2,0.0,0.0,0.0
LightGBM,AUPRC value,S2 - S3,-0.021666927107027313,-0.15892638785905183,0.10660395366310337
LightGBM,AUPRC value,S2 - S4,-0.03559662310147489,-0.18418519213895448,0.12638857361859682
LightGBM,AUPRC value,S2 - S5,-0.028178514109079515,-0.19364789808569194,0.1315661916188504
LightGBM,AUPRC value,S3 - S1,0.03083578165243201,-0.11620983362677753,0.18124081626355576
LightGBM,AUPRC value,S3 - S2,0.021666927107027313,-0.10660395366310337,0.15892638785905158
LightGBM,AUPRC value,S3 - S3,0.0,0.0,0.0
LightGBM,AUPRC value,S3 - S4,-0.013929695994447568,-0.19049956397354362,0.09851000652773473
LightGBM,AUPRC value,S3 - S5,-0.0065115870020521945,-0.13759350215934216,0.09505203852130874
LightGBM,AUPRC value,S4 - S1,0.044765477646879576,-0.11712174110452925,0.26333112558077476
LightGBM,AUPRC value,S4 - S2,0.03559662310147489,-0.12638857361859693,0.18418519213895446
LightGBM,AUPRC value,S4 - S3,0.013929695994447568,-0.09851000652773481,0.19049956397354337
LightGBM,AUPRC value,S4 - S4,0.0,0.0,0.0
LightGBM,AUPRC value,S4 - S5,0.007418108992395376,-0.08733034459971606,0.08848327211276244
LightGBM,AUPRC value,S5 - S1,0.03734736865448421,-0.13040812647820452,0.20453785971625527
LightGBM,AUPRC value,S5 - S2,0.028178514109079515,-0.13156619161885053,0.19364789808569183
LightGBM,AUPRC value,S5 - S3,0.0065115870020521945,-0.09505203852130875,0.13759350215934216
LightGBM,AUPRC value,S5 - S4,-0.007418108992395376,-0.08848327211276244,0.08733034459971578
LightGBM,AUPRC value,S5 - S5,0.0,0.0,0.0
LightGBM,AUROC value,S1 - S1,0.0,0.0,0.0
LightGBM,AUROC value,S1 - S2,-0.0024937694704049874,-0.056183800623053,0.02680295950155766
LightGBM,AUROC value,S1 - S3,-0.011869158878504689,-0.1122741433021807,0.04861370716510906
LightGBM,AUROC value,S1 - S4,-0.012294392523364488,-0.10652258566978191,0.0625350467289719
